title,company_name,description,skills_requirements,location,stipend,category,application_deadline,is_remote
DevOps Intern,Paytm,"Solve practical business problems with data and models, and build a strong portfolio of projects.","AWS, Cybersecurity, Data Analysis, Linux, Networking, Problem Solving, Python",Gurgaon,7308-12346,Cybersecurity,2026-03-04,False
NLP Intern,Microsoft,High-performing interns may be considered for full-time offers or extended internships.,"Communication Skills, Machine Learning, Marketing Basics, Pandas, Teamwork",Kolkata,,Marketing / Growth,2026-02-09,False
Data Science Intern,Infosys,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","AWS, Data Analysis, NumPy, Pandas, Power BI, TensorFlow, Time Management",Pune,14971-38362,Data Science,2026-07-13,False
Cloud Engineering Intern,Adobe,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Data Analysis, Deep Learning, Excel, Power BI",Pune,22303-48106,Business / Analytics,2025-12-13,False
UI/UX Design Intern,NVIDIA,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Problem Solving, Python, Time Management, UI/UX Design",Mumbai,,Cybersecurity,2026-07-15,False
UI/UX Design Intern,Salesforce,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Creativity, Excel, Figma, UI/UX Design",Bangalore,,UI/UX Design,2026-04-28,False
Machine Learning Intern,Freshworks,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","C, C++, Git/GitHub, JavaScript, SQL, Statistics",Bangalore,12623-37613,Software Development,2026-05-08,False
Machine Learning Intern,Microsoft,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","C, Data Analysis, Excel, SQL, Statistics, Tableau",Remote,,Business / Analytics,2026-05-03,True
Frontend Developer Intern,Amazon,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Data Analysis, Figma, Tableau",Pune,,Data Science,2026-04-03,False
Full Stack Developer Intern,Intel,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Data Analysis, Excel, Problem Solving, Tableau",Noida,,Business / Analytics,2026-01-27,False
QA / Test Automation Intern,Salesforce,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Creativity, Figma, Git/GitHub, Kubernetes, Teamwork, UI/UX Design",Hyderabad,,UI/UX Design,2025-12-29,False
Backend Developer Intern,Freshworks,High-performing interns may be considered for full-time offers or extended internships.,"C++, Deep Learning, Finance Basics, Java, NLP",Hyderabad,22892-30683,Software Development,2026-05-10,False
Mobile App Developer Intern,Reliance,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Creativity, Data Analysis, HTML/CSS, JavaScript, Statistics",Noida,6747-24891,Marketing / Growth,2025-12-20,False
Cloud Engineering Intern,IBM,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Machine Learning, NLP, PyTorch, REST APIs",Mumbai,15083-22702,Machine Learning,2026-07-03,False
Growth Intern,Uber,Design and develop user-facing features while collaborating closely with design and product.,"Creativity, Data Analysis, PyTorch, Python, TensorFlow",Bangalore,16202-40199,Artificial Intelligence,2026-02-04,False
NLP Intern,TCS,Design and develop user-facing features while collaborating closely with design and product.,"Cybersecurity, Linux, Problem Solving, Python, TensorFlow",Bangalore,5815-19414,Cybersecurity,2026-03-04,False
Data Science Intern,Adobe,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Data Analysis, Deep Learning, Marketing Basics, TensorFlow",Jaipur,15436-25602,Marketing / Growth,2026-02-03,False
AI Research Intern,Google,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Communication Skills, Machine Learning, Pandas, Power BI",Ahmedabad,14507-24796,Data Science,2026-04-25,False
Data Analyst Intern,Uber,Work on real-time projects used by thousands of users while learning from senior mentors.,"C, Creativity, Excel, Java, Problem Solving, Python, React, TensorFlow",Delhi,,Software Development,2026-02-20,False
Full Stack Developer Intern,Google,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Machine Learning, Marketing Basics, NLP, PyTorch",Delhi,19664-41897,Artificial Intelligence,2026-01-08,False
Data Science Intern,IBM,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Cybersecurity, Linux, Power BI, Problem Solving, Python",Hyderabad,20010-23971,Cybersecurity,2026-06-10,False
Product Management Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, NLP, NumPy, Python",Kolkata,24198-38138,Artificial Intelligence,2026-03-18,False
Product Management Intern,Reliance,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Finance Basics, Power BI, Problem Solving",Bangalore,8144-19416,Finance,2026-06-24,False
Machine Learning Intern,Microsoft,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Data Analysis, Machine Learning, Product Sense, TensorFlow",Jaipur,6906-28749,Artificial Intelligence,2025-12-24,False
Data Science Intern,Zoho,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Data Analysis, Deep Learning, Excel, Machine Learning, NLP, Python, TensorFlow",Noida,,Artificial Intelligence,2026-07-15,False
Data Analyst Intern,Google,High-performing interns may be considered for full-time offers or extended internships.,"Deep Learning, HTML/CSS, Kubernetes, Machine Learning, NLP, Networking, Python",Mumbai,22345-26609,Artificial Intelligence,2025-12-14,False
Mobile App Developer Intern,Paytm,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Data Analysis, Finance Basics, NumPy, Pandas, SQL, Tableau",Bangalore,,Business / Analytics,2026-01-13,False
Marketing Intern,Reliance,High-performing interns may be considered for full-time offers or extended internships.,"AWS, Azure, Cloud Computing, Kubernetes",Remote,24311-49175,Cloud / DevOps,2025-12-23,True
Data Analyst Intern,Infosys,Design and develop user-facing features while collaborating closely with design and product.,"Cloud Computing, Communication Skills, Excel, JavaScript",Ahmedabad,18673-22808,Business / Analytics,2026-02-22,False
Marketing Intern,Paytm,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Creativity, Figma, Machine Learning, NumPy, UI/UX Design",Noida,16511-42847,UI/UX Design,2025-12-26,False
DevOps Intern,Infosys,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Figma, Power BI, PyTorch, TensorFlow",Delhi,,UI/UX Design,2026-02-21,False
QA / Test Automation Intern,Microsoft,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Cybersecurity, Finance Basics, Machine Learning, Problem Solving, Python, Statistics",Hyderabad,,Cybersecurity,2026-01-06,False
Backend Developer Intern,Swiggy,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Cybersecurity, Linux, Networking, Problem Solving, UI/UX Design",Bangalore,15056-27552,Cybersecurity,2026-07-17,False
Marketing Intern,Salesforce,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Machine Learning, Power BI, Python, Tableau",Remote,18075-39986,Data Science,2026-05-27,True
Data Science Intern,PhonePe,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Excel, Git/GitHub, Power BI, SQL, Tableau",Delhi,10652-37619,Business / Analytics,2026-03-24,False
Machine Learning Intern,Byjus,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Excel, Power BI, Problem Solving, SQL, Tableau, Time Management",Kolkata,,Business / Analytics,2026-04-16,False
Cybersecurity Intern,Wipro,Design and develop user-facing features while collaborating closely with design and product.,"AWS, Azure, Docker, GCP, Kubernetes, Statistics",Noida,,Cloud / DevOps,2026-01-09,False
NLP Intern,Byjus,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Data Analysis, Excel, Java, Leadership, Networking, Power BI, Tableau",Kolkata,,Business / Analytics,2026-03-26,False
Backend Developer Intern,Infosys,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Excel, Figma, Power BI, Tableau",Remote,6423-31360,Business / Analytics,2026-02-09,True
Data Analyst Intern,Intel,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Creativity, Data Analysis, Finance Basics, Marketing Basics, Problem Solving",Pune,20359-22648,Marketing / Growth,2025-12-24,False
UI/UX Design Intern,Paytm,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","C, Communication Skills, Creativity, Cybersecurity, Power BI, Product Sense, Teamwork",Delhi,20503-26217,Product,2026-04-15,False
Product Management Intern,Paytm,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Creativity, Data Analysis, Finance Basics, Leadership, Teamwork",Ahmedabad,,Product,2026-07-03,False
AI Research Intern,Wipro,Work on real-time projects used by thousands of users while learning from senior mentors.,"C++, HTML/CSS, JavaScript, NumPy, REST APIs, React, UI/UX Design",Noida,19081-32658,Software Development,2026-06-30,False
QA / Test Automation Intern,Reliance,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","AWS, Cloud Computing, Docker, GCP, Java, Kubernetes",Jaipur,,Cloud / DevOps,2026-05-05,False
Frontend Developer Intern,Flipkart,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Communication Skills, Creativity, Problem Solving, Teamwork",Gurgaon,18609-36393,Marketing / Growth,2026-01-20,False
UI/UX Design Intern,CRED,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Data Analysis, Docker, Excel, Kubernetes, Leadership, Problem Solving, Statistics",Pune,23819-39604,Finance,2026-05-25,False
Full Stack Developer Intern,IBM,Design and develop user-facing features while collaborating closely with design and product.,"C, Communication Skills, Creativity, Figma, Python, UI/UX Design",Pune,13109-20980,UI/UX Design,2025-12-23,False
QA / Test Automation Intern,Salesforce,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Excel, GCP, Power BI, React",Jaipur,,Business / Analytics,2026-03-24,False
Full Stack Developer Intern,Accenture,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","C, Git/GitHub, Java, JavaScript, Problem Solving, Python, React",Mumbai,13597-18422,Software Development,2026-05-30,False
Backend Developer Intern,Infosys,Work on real-time projects used by thousands of users while learning from senior mentors.,"Data Analysis, Machine Learning, NLP, NumPy, SQL, UI/UX Design",Jaipur,,Artificial Intelligence,2026-05-21,False
